latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
25.31183,-100.19189,370.12,1,1,2022-04-01,1720,T,100,6.1NRT,301.89,112.98,D
23.24683,-102.4259,328.91,1.04,1.02,2022-04-01,1720,T,62,6.1NRT,314.24,9.25,D
23.24544,-102.41586,334.35,1.04,1.02,2022-04-01,1720,T,77,6.1NRT,314.5,16.86,D
23.40499,-104.89027,322.84,1.36,1.16,2022-04-01,1720,T,67,6.1NRT,301.88,19.69,D
22.36958,-99.48999,318.22,1.08,1.04,2022-04-01,1720,T,28,6.1NRT,299.13,10.36,D
22.87708,-104.47738,329.48,1.27,1.12,2022-04-01,1720,T,48,6.1NRT,311.75,19.64,D
22.87567,-104.46619,330.92,1.26,1.12,2022-04-01,1720,T,62,6.1NRT,311.43,21.23,D
21.61488,-98.39882,321,1.23,1.1,2022-04-01,1720,T,69,6.1NRT,301.29,13.37,D
22.06552,-101.68502,327.88,1,1,2022-04-01,1720,T,68,6.1NRT,315.32,7.54,D
22.06415,-101.67546,331.42,1,1,2022-04-01,1720,T,75,6.1NRT,315.22,11.85,D
22.43862,-104.79555,327.36,1.31,1.13,2022-04-01,1720,T,71,6.1NRT,307.57,19.51,D
21.89062,-102.20383,327.64,1.02,1.01,2022-04-01,1720,T,62,6.1NRT,314.51,8.34,D
21.70743,-102.27521,342.17,1.02,1.01,2022-04-01,1720,T,87,6.1NRT,314.23,30.19,D
21.69846,-102.27662,331.37,1.02,1.01,2022-04-01,1720,T,74,6.1NRT,313.54,14.1,D
21.25144,-103.50175,326.81,1.09,1.04,2022-04-01,1720,T,50,6.1NRT,311.14,9.62,D
20.56057,-100.26044,327.19,1.05,1.02,2022-04-01,1720,T,33,6.1NRT,308.45,9.12,D
20.54059,-100.19241,323.82,1.06,1.03,2022-04-01,1720,T,59,6.1NRT,307.77,9.58,D
20.95928,-103.31178,328.6,1.07,1.03,2022-04-01,1720,T,57,6.1NRT,310.91,14.6,D
20.4845,-100.06415,332.26,1.07,1.03,2022-04-01,1720,T,78,6.1NRT,310.11,20.78,D
20.48294,-100.05411,330.83,1.07,1.03,2022-04-01,1720,T,76,6.1NRT,309.34,19.7,D
20.9515,-103.32355,337.08,1.07,1.03,2022-04-01,1720,T,83,6.1NRT,315.44,27.81,D
20.95006,-103.31307,329.58,1.07,1.03,2022-04-01,1720,T,68,6.1NRT,312.38,16.4,D
20.85943,-102.65856,338.7,1.03,1.01,2022-04-01,1720,T,84,6.1NRT,315.51,25.03,D
20.52431,-100.92705,327.08,1.02,1.01,2022-04-01,1720,T,61,6.1NRT,313.62,8.57,D
20.53762,-102.9226,342.11,1.04,1.02,2022-04-01,1720,T,88,6.1NRT,316.73,32.74,D
20.53625,-102.91281,345.9,1.04,1.02,2022-04-01,1720,T,91,6.1NRT,315.8,40.11,D
20.48717,-102.56413,328.1,1.02,1.01,2022-04-01,1720,T,63,6.1NRT,313.42,12.76,D
20.64843,-103.87145,327.83,1.12,1.05,2022-04-01,1720,T,54,6.1NRT,312.23,11.58,D
19.86027,-99.28187,325.28,1.17,1.08,2022-04-01,1720,T,43,6.1NRT,313.24,5.87,D
20.4351,-103.5119,327.38,1.08,1.04,2022-04-01,1720,T,32,6.1NRT,314.17,10.61,D
20.10281,-101.43649,332.79,1,1,2022-04-01,1720,T,78,6.1NRT,314.4,16.97,D
20.1014,-101.42703,329.05,1,1,2022-04-01,1720,T,73,6.1NRT,312.85,12.29,D
20.17415,-102.11629,335.09,1,1,2022-04-01,1720,T,81,6.1NRT,313.49,21.51,D
20.17278,-102.10684,322.96,1,1,2022-04-01,1720,T,34,6.1NRT,310.84,5.56,D
20.15222,-101.96535,326,1,1,2022-04-01,1720,T,39,6.1NRT,313.45,7.54,D
19.70305,-99.2087,325.55,1.18,1.08,2022-04-01,1720,T,32,6.1NRT,306.59,8.44,D
19.63454,-99.15226,331.06,1.19,1.09,2022-04-01,1720,T,44,6.1NRT,308.74,13.94,D
19.63046,-99.14729,327.64,1.2,1.09,2022-04-01,1720,T,25,6.1NRT,308.32,13.96,D
20.06227,-102.04345,330.28,1,1,2022-04-01,1720,T,68,6.1NRT,312.96,14.09,D
19.60092,-99.21015,326.87,1.19,1.08,2022-04-01,1720,T,36,6.1NRT,306.08,9.91,D
18.19861,-91.59966,314.98,4.34,1.92,2022-04-01,1720,T,63,6.1NRT,294.74,59.65,D
18.19644,-91.60661,314.54,4.34,1.92,2022-04-01,1720,T,61,6.1NRT,294.88,54.19,D
18.18854,-91.56664,311.7,4.38,1.93,2022-04-01,1720,T,35,6.1NRT,294.4,37.21,D
19.38167,-99.57104,325.62,1.15,1.07,2022-04-01,1720,T,47,6.1NRT,311.31,7.66,D
19.81065,-102.59576,325.29,1.01,1.01,2022-04-01,1720,T,62,6.1NRT,310.11,10.57,D
19.29535,-99.54803,330.09,1.15,1.07,2022-04-01,1720,T,74,6.1NRT,309.11,14.37,D
19.08514,-98.56652,319.96,1.31,1.14,2022-04-01,1720,T,14,6.1NRT,301.04,17.5,D
19.86076,-103.94796,327.54,1.11,1.05,2022-04-01,1720,T,77,6.1NRT,314.14,10.91,D
19.73141,-103.81317,323.44,1.09,1.04,2022-04-01,1720,T,51,6.1NRT,305.69,10.72,D
18.0976,-94.04485,320.37,2.87,1.62,2022-04-01,1720,T,72,6.1NRT,297.47,58.62,D
17.90046,-93.19627,324.16,3.35,1.73,2022-04-01,1720,T,77,6.1NRT,296.89,87.53,D
17.89427,-93.16528,323.05,3.37,1.73,2022-04-01,1720,T,75,6.1NRT,296.04,80.89,D
18.09577,-94.05205,318.06,2.87,1.62,2022-04-01,1720,T,67,6.1NRT,297.42,48.75,D
17.90476,-93.20271,315.12,3.35,1.73,2022-04-01,1720,T,51,6.1NRT,296.79,38.68,D
17.8988,-93.17167,325.65,3.37,1.73,2022-04-01,1720,T,78,6.1NRT,296.05,99.07,D
17.88354,-93.17506,316.18,3.37,1.73,2022-04-01,1720,T,63,6.1NRT,296.28,44.09,D
17.84079,-93.11943,331.64,3.41,1.74,2022-04-01,1720,T,83,6.1NRT,296.07,143.16,D
17.84525,-93.12387,328.43,3.41,1.74,2022-04-01,1720,T,80,6.1NRT,296.17,119.75,D
17.8393,-93.09237,313.86,3.43,1.74,2022-04-01,1720,T,53,6.1NRT,294.87,33.3,D
19.59711,-104.03718,333.22,1.11,1.05,2022-04-01,1720,T,83,6.1NRT,307.96,25.93,D
19.19842,-101.43278,326.34,1.01,1,2022-04-01,1720,T,68,6.1NRT,309.28,11.36,D
17.88335,-95.28437,321.93,2.34,1.48,2022-04-01,1720,T,69,6.1NRT,302.52,27.73,D
19.35845,-104.92502,324.78,1.22,1.1,2022-04-01,1720,T,72,6.1NRT,296.63,18.88,D
19.18635,-103.65408,341.18,1.07,1.03,2022-04-01,1720,T,89,6.1NRT,310.56,32.86,D
19.17713,-103.65536,331.78,1.07,1.03,2022-04-01,1720,T,75,6.1NRT,312.67,18.9,D
18.66919,-100.62609,366.74,1.06,1.03,2022-04-01,1720,T,100,6.1NRT,317.72,94.1,D
18.68147,-100.94109,326.02,1.04,1.02,2022-04-01,1720,T,58,6.1NRT,314.78,6.88,D
18.66202,-100.87455,333.47,1.04,1.02,2022-04-01,1720,T,64,6.1NRT,317.46,16.24,D
17.88157,-98.42989,320.19,1.39,1.17,2022-04-01,1720,T,41,6.1NRT,306.8,10.49,D
18.01899,-99.32436,379.38,1.23,1.1,2022-04-01,1720,T,100,6.1NRT,317.07,184.19,D
18.01709,-99.31271,360.08,1.23,1.1,2022-04-01,1720,T,100,6.1NRT,315.03,96.71,D
18.09159,-99.92562,322.06,1.14,1.06,2022-04-01,1720,T,47,6.1NRT,308.46,7.56,D
17.93123,-99.16681,330.51,1.25,1.11,2022-04-01,1720,T,73,6.1NRT,312.41,19,D
17.78519,-98.53374,332.13,1.38,1.16,2022-04-01,1720,T,80,6.1NRT,306.84,30.72,D
17.77697,-98.52887,325.7,1.38,1.16,2022-04-01,1720,T,51,6.1NRT,305.8,19.88,D
18.18789,-101.33681,324.73,1.02,1.01,2022-04-01,1720,T,71,6.1NRT,299.4,19,D
18.0866,-101.09361,326.19,1.04,1.02,2022-04-01,1720,T,74,6.1NRT,309.58,11.78,D
17.92544,-101.06728,338.89,1.04,1.02,2022-04-01,1720,T,88,6.1NRT,305.36,32.33,D
17.92401,-101.05796,329.48,1.04,1.02,2022-04-01,1720,T,79,6.1NRT,307.3,18.97,D
17.91637,-101.06874,357.06,1.04,1.02,2022-04-01,1720,T,98,6.1NRT,305.71,71.78,D
17.91495,-101.05946,333.98,1.04,1.02,2022-04-01,1720,T,84,6.1NRT,303.48,25.46,D
17.90731,-101.07021,324.23,1.04,1.02,2022-04-01,1720,T,68,6.1NRT,307.5,13.05,D
17.9059,-101.061,331.19,1.04,1.02,2022-04-01,1720,T,81,6.1NRT,303.17,23,D
18.17845,-102.96707,340.86,1.01,1.01,2022-04-01,1720,T,67,6.1NRT,303.63,37.49,D
18.17709,-102.95762,325.48,1.01,1.01,2022-04-01,1720,T,64,6.1NRT,302.7,15.29,D
48.97512,-115.07375,304.27,1.11,1.05,2022-04-01,1851,T,0,6.1NRT,271.8,9.56,D
47.9045,-118.51476,307.24,1,1,2022-04-01,1851,T,53,6.1NRT,287.22,9.3,D
46.36505,-118.27593,312.92,1.01,1,2022-04-01,1851,T,73,6.1NRT,292.7,9.19,D
45.22937,-123.16386,305.85,1.18,1.08,2022-04-01,1851,T,52,6.1NRT,290.96,7.69,D
44.00615,-117.1153,313.78,1.12,1.05,2022-04-01,1851,T,74,6.1NRT,293.4,9.22,D
43.5999,-116.92625,306.35,1.15,1.07,2022-04-01,1851,T,55,6.1NRT,287.53,7,D
43.55233,-118.87981,326.32,1.02,1.01,2022-04-01,1851,T,84,6.1NRT,299.39,16.11,D
43.55038,-118.86742,322.4,1.02,1.01,2022-04-01,1851,T,82,6.1NRT,301.66,11.89,D
43.54342,-118.88243,327.03,1.02,1.01,2022-04-01,1851,T,85,6.1NRT,299.42,17.26,D
43.54147,-118.87004,323.96,1.02,1.01,2022-04-01,1851,T,83,6.1NRT,302.64,13.75,D
43.47058,-121.69978,300.76,1.04,1.02,2022-04-01,1851,T,30,6.1NRT,288.29,3.26,D
40.51672,-123.76669,306.97,1.11,1.05,2022-04-01,1853,T,58,6.1NRT,287.69,8.42,D
39.77106,-122.00409,313.05,1.01,1,2022-04-01,1853,T,50,6.1NRT,301.09,6.33,D
39.76943,-121.99249,312.51,1.01,1,2022-04-01,1853,T,54,6.1NRT,300.46,5.45,D
39.54778,-122.25343,317.28,1.01,1.01,2022-04-01,1853,T,73,6.1NRT,303.63,10.05,D
38.96482,-118.79675,321.85,1.13,1.06,2022-04-01,1853,T,58,6.1NRT,307.68,8.82,D
39.35618,-122.07099,323.71,1.01,1,2022-04-01,1853,T,81,6.1NRT,306.35,12.32,D
39.35455,-122.05948,330.69,1.01,1,2022-04-01,1853,T,86,6.1NRT,307.02,20.33,D
39.30494,-123.10704,315.93,1.04,1.02,2022-04-01,1853,T,71,6.1NRT,298.2,12.14,D
38.90963,-121.59753,320.72,1,1,2022-04-01,1853,T,71,6.1NRT,300.55,12.55,D
38.7782,-122.02831,313.92,1,1,2022-04-01,1853,T,69,6.1NRT,296.84,8.28,D
38.70437,-122.02828,312.08,1,1,2022-04-01,1853,T,65,6.1NRT,298.69,5.72,D
38.24928,-120.53757,308.8,1.03,1.01,2022-04-01,1853,T,59,6.1NRT,294.4,5.47,D
36.61505,-120.00159,317.21,1.1,1.04,2022-04-01,1853,T,70,6.1NRT,297.83,11.71,D
36.61306,-119.98958,317.44,1.1,1.04,2022-04-01,1853,T,64,6.1NRT,295.4,11.29,D
36.45555,-119.94797,313.59,1.1,1.05,2022-04-01,1853,T,50,6.1NRT,299.73,6.78,D
36.27418,-120.03122,329.77,1.1,1.05,2022-04-01,1853,T,83,6.1NRT,304.23,23.31,D
36.26934,-120.03841,319.28,1.1,1.05,2022-04-01,1853,T,57,6.1NRT,302.36,10.88,D
36.26736,-120.02637,325.2,1.1,1.05,2022-04-01,1853,T,68,6.1NRT,302.81,18.38,D
19.4098,-155.28625,405.98,1.39,1.17,2022-04-01,2038,T,100,6.1NRT,319.13,457.42,D
19.40822,-155.2733,379.47,1.38,1.16,2022-04-01,2038,T,100,6.1NRT,315.36,232.75,D
19.39937,-155.28757,328.23,1.39,1.17,2022-04-01,2038,T,82,6.1NRT,302.45,30.61,D
19.39779,-155.27457,321.1,1.38,1.16,2022-04-01,2038,T,72,6.1NRT,301.62,19.37,D
19.40377,-155.29306,361.15,1.39,1.17,2022-04-01,2038,T,100,6.1NRT,304.8,130.73,D
19.40212,-155.28021,388.63,1.38,1.16,2022-04-01,2038,T,100,6.1NRT,314.1,297.64,D
22.99218,-99.00257,310.4,2.26,1.46,2022-04-02,0414,T,80,6.1NRT,288.49,30.08,N
22.98818,-99.02412,308.98,2.27,1.46,2022-04-02,0414,T,76,6.1NRT,290.41,27.38,N
22.99014,-99.00755,317.43,2.26,1.46,2022-04-02,0414,T,95,6.1NRT,289.26,48.87,N
22.986,-99.02903,301.52,2.27,1.46,2022-04-02,0414,T,42,6.1NRT,290.37,12.46,N
32.45841,-97.03674,306.3,1.15,1.07,2022-04-02,0417,T,68,6.1NRT,286.65,11.14,N
32.45642,-97.04877,308.3,1.15,1.07,2022-04-02,0417,T,74,6.1NRT,285.72,12.67,N
31.50199,-102.63818,302.05,2.6,1.55,2022-04-02,0417,T,46,6.1NRT,287.39,26.56,N
17.94176,-88.9614,307.45,1.08,1.04,2022-04-02,0414,T,71,6.1NRT,292.19,8.56,N
18.01947,-88.50892,332.09,1.13,1.06,2022-04-02,0414,T,100,6.1NRT,293.24,37.34,N
18.01812,-88.51947,314.91,1.13,1.06,2022-04-02,0414,T,90,6.1NRT,292.04,15.21,N
17.93814,-90.3536,306.58,1,1,2022-04-02,0414,T,69,6.1NRT,293.97,5.26,N
17.87767,-92.48923,302.78,1.08,1.04,2022-04-02,0414,T,35,6.1NRT,290.46,5.64,N
17.89613,-92.49236,310.75,1.08,1.04,2022-04-02,0414,T,81,6.1NRT,290.68,11.22,N
17.88861,-93.1832,325.69,1.15,1.07,2022-04-02,0414,T,98,6.1NRT,293.54,27.93,N
17.88693,-93.19391,314.33,1.15,1.07,2022-04-02,0414,T,63,6.1NRT,292.93,14.58,N
17.89812,-93.18485,360.13,1.15,1.07,2022-04-02,0414,T,100,6.1NRT,294.86,105.66,N
17.89645,-93.19554,310.68,1.15,1.07,2022-04-02,0414,T,58,6.1NRT,293.06,11.18,N
17.91444,-93.52421,313.09,1.2,1.09,2022-04-02,0414,T,86,6.1NRT,293.99,13.56,N
18.00533,-93.08941,311.7,1.14,1.06,2022-04-02,0414,T,83,6.1NRT,293.63,11.35,N
18.70465,-88.47676,301.73,1.15,1.07,2022-04-02,0414,T,44,6.1NRT,291.01,3.95,N
18.06248,-93.31392,305.6,1.16,1.07,2022-04-02,0414,T,65,6.1NRT,294.02,7.18,N
18.13155,-93.39928,327.46,1.17,1.08,2022-04-02,0414,T,100,6.1NRT,294.63,30.59,N
18.14115,-93.40095,304.96,1.17,1.08,2022-04-02,0414,T,62,6.1NRT,294.11,6.13,N
18.86927,-88.62248,304.8,1.14,1.06,2022-04-02,0414,T,62,6.1NRT,289.28,6.57,N
18.08961,-94.04539,327.64,1.27,1.12,2022-04-02,0414,T,100,6.1NRT,294.74,35.5,N
18.08774,-94.05724,307.6,1.28,1.12,2022-04-02,0414,T,72,6.1NRT,294.25,9.44,N
18.91778,-88.58056,343.21,1.15,1.07,2022-04-02,0414,T,100,6.1NRT,290.32,58.86,N
18.91641,-88.59135,351.79,1.14,1.07,2022-04-02,0414,T,100,6.1NRT,290.44,79.85,N
18.9778,-88.56732,308.8,1.15,1.07,2022-04-02,0414,T,76,6.1NRT,290.72,9.15,N
18.44003,-93.16684,314.17,1.13,1.06,2022-04-02,0414,T,88,6.1NRT,296.78,12.63,N
19.43096,-89.31137,309.09,1.08,1.04,2022-04-02,0414,T,73,6.1NRT,295.71,7.26,N
19.4495,-89.31413,315.96,1.08,1.04,2022-04-02,0414,T,91,6.1NRT,295.35,12.99,N
18.50867,-96.13843,306.02,1.72,1.29,2022-04-02,0414,T,67,6.1NRT,293.08,14.76,N
18.50598,-96.15444,309.98,1.73,1.29,2022-04-02,0414,T,79,6.1NRT,292.88,20.75,N
19.35943,-90.64865,321.56,1,1,2022-04-02,0414,T,100,6.1NRT,293.67,17.83,N
19.35811,-90.6581,317.63,1,1,2022-04-02,0414,T,95,6.1NRT,293.8,14.02,N
18.50568,-96.14342,313.08,1.72,1.29,2022-04-02,0414,T,86,6.1NRT,293.13,24.17,N
19.41174,-90.60477,304.22,1.01,1,2022-04-02,0414,T,47,6.1NRT,293.41,4.03,N
19.41043,-90.61423,304.34,1.01,1,2022-04-02,0414,T,48,6.1NRT,293.36,4.11,N
19.49636,-90.45946,313.84,1.01,1,2022-04-02,0414,T,86,6.1NRT,294.41,10.74,N
19.49505,-90.46897,307.62,1.01,1,2022-04-02,0414,T,66,6.1NRT,294.28,6.11,N
19.61133,-89.74567,306.93,1.05,1.02,2022-04-02,0414,T,64,6.1NRT,295.64,5.16,N
19.29928,-92.16354,308.46,1.03,1.01,2022-04-02,0414,T,61,6.1NRT,296.17,5.62,N
18.07625,-99.45175,307.96,3.11,1.67,2022-04-02,0414,T,73,6.1NRT,294.68,35.35,N
18.07529,-99.45737,308.55,3.11,1.67,2022-04-02,0414,T,75,6.1NRT,294.7,35.89,N
19.39155,-92.0366,307.51,1.02,1.01,2022-04-02,0414,T,55,6.1NRT,295.37,5.27,N
19.39013,-92.04621,323.55,1.02,1.01,2022-04-02,0414,T,100,6.1NRT,295.73,19.35,N
19.438,-92.0345,307.43,1.02,1.01,2022-04-02,0414,T,54,6.1NRT,295.45,5.37,N
19.43098,-92.08262,312.16,1.02,1.01,2022-04-02,0414,T,78,6.1NRT,295.52,8.75,N
19.56499,-92.23618,312.76,1.03,1.01,2022-04-02,0414,T,80,6.1NRT,295.77,9.6,N
20.40895,-89.4835,312.35,1.08,1.04,2022-04-02,0414,T,82,6.1NRT,296.26,9.31,N
20.40246,-104.744,311.42,4.82,2,2022-04-02,0553,T,75,6.1NRT,284.19,128.32,N
20.40097,-104.75123,311.71,4.82,2,2022-04-02,0553,T,76,6.1NRT,284.28,132.16,N
19.40035,-155.30409,312.34,3.87,1.83,2022-04-02,0909,T,78,6.1NRT,284.63,99.89,N
19.40976,-155.27339,306.57,3.9,1.84,2022-04-02,0909,T,47,6.1NRT,283.52,74.92,N
19.40652,-155.31032,305.76,3.87,1.83,2022-04-02,0909,T,37,6.1NRT,284.38,68.5,N
18.92562,-70.35838,315.11,2.29,1.46,2022-04-02,1446,T,63,6.1NRT,294.44,25.82,D
18.92623,-70.34344,314.13,2.28,1.46,2022-04-02,1446,T,43,6.1NRT,292.93,23.05,D
45.68792,-73.9379,301.07,1.62,1.25,2022-04-02,1618,T,42,6.1NRT,279.42,14.12,D
45.13358,-73.66602,312.64,1.73,1.29,2022-04-02,1618,T,73,6.1NRT,279.08,31.98,D
44.10167,-78.75376,300.09,1.09,1.04,2022-04-02,1618,T,26,6.1NRT,283.72,5.49,D
43.2617,-79.80508,306.93,1.05,1.02,2022-04-02,1620,T,49,6.1NRT,287.98,5.99,D
38.8221,-75.60405,304.27,1.95,1.36,2022-04-02,1620,T,58,6.1NRT,288.1,15.24,D
38.38675,-75.97346,313.12,1.9,1.35,2022-04-02,1620,T,0,6.1NRT,287.68,29.62,D
38.38237,-75.95237,312.04,1.91,1.35,2022-04-02,1620,T,34,6.1NRT,286.64,27.56,D
38.36493,-78.91059,301.77,1.31,1.14,2022-04-02,1620,T,43,6.1NRT,288.37,5.47,D
38.08341,-77.60691,300.83,1.55,1.23,2022-04-02,1620,T,42,6.1NRT,288.32,7.32,D
38.08244,-77.61302,303.36,1.55,1.23,2022-04-02,1620,T,56,6.1NRT,288.96,9.52,D
37.31066,-79.89594,302.81,1.23,1.1,2022-04-02,1620,T,38,6.1NRT,288.32,4.53,D
38.94863,-96.15057,304.38,4.5,1.95,2022-04-02,1620,T,33,6.1NRT,288.27,37.25,D
38.94717,-96.09898,306.27,4.47,1.94,2022-04-02,1620,T,50,6.1NRT,288.34,47.65,D
38.92932,-96.10712,301.97,4.47,1.94,2022-04-02,1620,T,27,6.1NRT,288.18,27.65,D
38.77516,-96.23071,300.73,4.54,1.96,2022-04-02,1620,T,41,6.1NRT,287.45,27.43,D
38.75238,-96.07706,331.37,4.44,1.94,2022-04-02,1620,T,87,6.1NRT,289.19,255.91,D
38.73486,-96.07795,307.87,4.44,1.94,2022-04-02,1620,T,66,6.1NRT,287.35,62.96,D
38.74991,-96.08292,329.29,4.44,1.94,2022-04-02,1620,T,65,6.1NRT,289.32,232.93,D
38.73238,-96.08362,303.45,4.44,1.94,2022-04-02,1620,T,56,6.1NRT,287.34,39.85,D
38.50323,-95.56037,300.81,4.11,1.88,2022-04-02,1620,T,42,6.1NRT,288.17,24.76,D
38.42624,-95.42911,315.48,4.03,1.86,2022-04-02,1620,T,76,6.1NRT,288.44,99.82,D
38.42206,-95.4371,312.66,4.03,1.86,2022-04-02,1620,T,73,6.1NRT,288.09,82.68,D
38.42007,-95.39133,301.83,4,1.86,2022-04-02,1620,T,49,6.1NRT,287.15,29.64,D
38.31518,-96.3354,301.8,4.57,1.96,2022-04-02,1620,T,49,6.1NRT,288.22,30.9,D
38.26817,-96.55121,302.5,4.71,1.99,2022-04-02,1620,T,52,6.1NRT,287.85,35.94,D
38.24911,-95.93084,326.07,4.31,1.92,2022-04-02,1620,T,84,6.1NRT,288.64,186.3,D
38.24745,-95.88129,318.01,4.28,1.91,2022-04-02,1620,T,59,6.1NRT,288.32,115.85,D
38.31586,-96.34378,302.64,4.57,1.96,2022-04-02,1620,T,53,6.1NRT,288.2,33.38,D
38.26995,-96.55924,302.16,4.71,1.99,2022-04-02,1620,T,51,6.1NRT,287.85,34.86,D
38.24763,-95.939,322.65,4.31,1.92,2022-04-02,1620,T,82,6.1NRT,288.55,161.31,D
38.2457,-95.88947,327.96,4.28,1.91,2022-04-02,1620,T,74,6.1NRT,288.74,209.1,D
36.47441,-79.73341,308.31,1.29,1.13,2022-04-02,1620,T,67,6.1NRT,288.16,11.06,D
36.22537,-80.31229,301.06,1.22,1.1,2022-04-02,1620,T,34,6.1NRT,287.75,3.73,D
36.0404,-80.31792,305.73,1.23,1.1,2022-04-02,1620,T,56,6.1NRT,293.68,5.85,D
37.64394,-95.91135,305.32,4.25,1.91,2022-04-02,1620,T,61,6.1NRT,288.59,44.03,D
37.64119,-95.91682,303.19,4.25,1.91,2022-04-02,1620,T,55,6.1NRT,288.48,33.21,D
35.96361,-80.46871,305.19,1.21,1.09,2022-04-02,1620,T,61,6.1NRT,291.98,6.32,D
35.77514,-79.81153,303.82,1.31,1.14,2022-04-02,1620,T,55,6.1NRT,292.65,5.23,D
37.45049,-96.48491,309,4.61,1.97,2022-04-02,1620,T,68,6.1NRT,289.34,65.33,D
36.19569,-83.02406,302.68,1.01,1.01,2022-04-02,1620,T,53,6.1NRT,290.04,3.15,D
37.45073,-96.49053,308.1,4.61,1.97,2022-04-02,1620,T,67,6.1NRT,289.47,63.48,D
35.795,-80.93491,304.15,1.16,1.07,2022-04-02,1620,T,38,6.1NRT,291.94,5.19,D
35.79286,-80.92227,306.65,1.17,1.07,2022-04-02,1620,T,62,6.1NRT,291.33,6.67,D
35.71545,-80.87601,303.14,1.17,1.08,2022-04-02,1620,T,55,6.1NRT,289.92,4.3,D
35.29314,-80.23955,303.51,1.27,1.12,2022-04-02,1620,T,53,6.1NRT,293.48,5.15,D
35.06485,-79.10131,345.05,1.48,1.2,2022-04-02,1620,T,94,6.1NRT,296.25,86.84,D
35.06188,-79.08546,310.93,1.48,1.2,2022-04-02,1620,T,49,6.1NRT,293.4,9.56,D
34.80319,-78.28149,303.44,1.67,1.27,2022-04-02,1620,T,15,6.1NRT,292.98,5.94,D
34.42755,-79.74207,304.03,1.4,1.17,2022-04-02,1620,T,57,6.1NRT,289.73,9.62,D
34.45106,-81.95001,302.6,1.1,1.05,2022-04-02,1620,T,52,6.1NRT,292.15,4.25,D
34.44325,-81.90272,301.41,1.11,1.05,2022-04-02,1620,T,33,6.1NRT,289.68,3.06,D
34.44128,-81.89086,302.94,1.11,1.05,2022-04-02,1620,T,47,6.1NRT,290.64,4.04,D
34.05769,-79.75568,303.72,1.42,1.18,2022-04-02,1620,T,40,6.1NRT,293.68,4.85,D
33.92823,-80.06506,317.03,1.37,1.16,2022-04-02,1620,T,75,6.1NRT,295.02,19.33,D
33.92558,-80.05053,316.4,1.37,1.16,2022-04-02,1620,T,75,6.1NRT,297.01,17.61,D
33.86024,-79.92957,307.81,1.4,1.17,2022-04-02,1620,T,39,6.1NRT,295.88,6.61,D
34.15501,-82.07537,308.51,1.1,1.05,2022-04-02,1620,T,66,6.1NRT,294.24,7.86,D
35.55207,-97.03556,304.74,4.82,2,2022-04-02,1620,T,60,6.1NRT,290.4,45.37,D
35.55415,-97.04108,305.65,4.82,2,2022-04-02,1620,T,62,6.1NRT,290.33,51.47,D
34.03748,-82.54614,303.22,1.07,1.03,2022-04-02,1620,T,47,6.1NRT,292.07,4.05,D
33.87839,-81.67579,308.64,1.15,1.07,2022-04-02,1620,T,67,6.1NRT,293.43,8.59,D
34.02027,-82.72023,304.47,1.06,1.03,2022-04-02,1620,T,59,6.1NRT,291.3,4.76,D
34.01847,-82.70896,305.37,1.06,1.03,2022-04-02,1620,T,61,6.1NRT,291.43,5.33,D
33.72586,-82.85208,312.56,1.05,1.02,2022-04-02,1620,T,73,6.1NRT,291.58,11.04,D
33.71677,-82.8541,304.52,1.05,1.02,2022-04-02,1620,T,25,6.1NRT,290.13,4.8,D
33.41893,-89.82362,316.41,1.55,1.23,2022-04-02,1622,T,76,6.1NRT,290.92,24.49,D
33.40792,-89.82518,324.27,1.55,1.23,2022-04-02,1622,T,83,6.1NRT,291.21,39.84,D
32.6124,-93.27837,309.06,2.55,1.54,2022-04-02,1622,T,64,6.1NRT,293.43,26.01,D
27.28817,-81.3009,322.56,1.54,1.22,2022-04-02,1622,T,65,6.1NRT,304.13,21.94,D
27.28543,-81.28566,324.12,1.54,1.22,2022-04-02,1622,T,67,6.1NRT,304.36,25.81,D
26.27229,-81.38878,317.47,1.59,1.24,2022-04-02,1622,T,50,6.1NRT,299.8,19.4,D
26.0234,-80.47586,363.53,1.85,1.33,2022-04-02,1622,T,100,6.1NRT,294.8,220.98,D
26.02002,-80.45778,323.02,1.86,1.33,2022-04-02,1622,T,68,6.1NRT,288.46,35.26,D
25.94945,-80.47408,320.02,1.86,1.33,2022-04-02,1622,T,64,6.1NRT,295.38,30.11,D
25.94375,-80.481,317.86,1.86,1.33,2022-04-02,1622,T,68,6.1NRT,296.17,26.41,D
25.94542,-80.55566,317.03,1.83,1.33,2022-04-02,1622,T,67,6.1NRT,294.92,25.29,D
22.8094,-80.42608,320.81,2.18,1.43,2022-04-02,1624,T,70,6.1NRT,299.63,32.87,D
22.80993,-80.43153,317.72,2.18,1.43,2022-04-02,1624,T,37,6.1NRT,299.6,21.17,D
22.66285,-80.76422,328.03,2.07,1.4,2022-04-02,1624,T,76,6.1NRT,301.7,41.98,D
22.66143,-80.77032,321.22,2.07,1.4,2022-04-02,1624,T,63,6.1NRT,300.84,22.27,D
22.65777,-80.75056,320.66,2.08,1.4,2022-04-02,1624,T,57,6.1NRT,302.07,21.73,D
22.65541,-81.01215,323.71,1.99,1.38,2022-04-02,1624,T,46,6.1NRT,305.54,24.71,D
